mission_id,launch_date,year,decade,country,rocket_name,rocket_operator,rocket_height_m,rocket_payload_leo_kg,rocket_reusable,rocket_status,launch_site,launch_site_country,launch_site_lat,launch_site_lon,mission_type,orbit_type,destination,payload_mass_kg,num_payloads,launch_mass_tonnes,apoapsis_km,periapsis_km,inclination_deg,outcome,mission_duration_days,crew_size,booster_recovered,estimated_cost_million_usd,cost_per_kg_payload
M005123,13-10-2021,2021,2020s,Europe,Ariane 6,Arianespace,63,21650,0,Active,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Commercial Payload,GEO,GEO,1650,1,71.5,35786,35762,0,Success,,0,0,158.5,96060.60606
M005124,09-02-2021,2021,2020s,China,Long March 2,CASC,43,8400,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Rideshare,LEO,LEO,257,17,14.3,553,224,46.4,Success,,0,0,141.7,551361.8677
M005125,14-01-2021,2021,2020s,United States,Starship,SpaceX,120,150000,1,Active,Cape Canaveral LC-40,USA,28.56,-80.58,Lunar,Lunar Transfer,Lunar Orbit,709,1,41.2,,,6.6,Success,320,0,1,16.6,23413.25811
M005126,16-03-2021,2021,2020s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Commercial Payload,GEO,GEO,1070,1,48,35786,35655,0,Success,,0,0,174.8,163364.486
M005127,08-12-2021,2021,2020s,Russia,Angara-A5,Roscosmos,64,24500,0,Active,Vostochny Cosmodrome,Russia,51.88,128.33,Rideshare,LEO,LEO,1040,139,52.7,521,316,90.2,Success,,0,0,99.7,95865.38462
M005128,12-03-2021,2021,2020s,United States,Titan II,USAF,31,3175,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Rideshare,LEO,LEO,217,13,7.7,517,483,77.5,Success,,0,0,118.3,545161.2903
M005129,04-06-2021,2021,2020s,China,Zhuque-2,LandSpace,49,6000,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Earth Observation,LEO,Earth Orbit,2297,1,117.7,475,457,78.9,Success,,0,0,121.4,52851.54549
M005130,30-04-2021,2021,2020s,United States,Atlas V,ULA,59,18850,0,Retired,Vandenberg SLC-4,USA,34.74,-120.57,Commercial Payload,SSO,SSO,367,1,10,573,555,97.9,Success,,0,0,346.2,943324.2507
M005131,18-06-2021,2021,2020s,Europe,Vega,Arianespace,30,1450,0,Active,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Commercial Payload,LEO,LEO,1450,1,54.1,389,282,63.5,Success,,0,0,105.5,72758.62069
M005132,14-01-2021,2021,2020s,China,Long March 8,CASC,51,8400,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Rideshare,LEO,LEO,254,8,7,350,206,66.7,Success,,0,0,175,688976.378
M005133,28-04-2021,2021,2020s,China,Zhuque-2,LandSpace,49,6000,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Rideshare,LEO,LEO,548,15,18.4,591,335,38.5,Success,,0,0,80.9,147627.7372
M005134,09-04-2021,2021,2020s,United States,Electron,Rocket Lab,18,300,1,Active,Cape Canaveral LC-41,USA,28.58,-80.58,Navigation/GPS,LEO,MEO,300,1,11.5,387,359,75.3,Success,,0,1,8.2,27333.33333
M005135,19-11-2021,2021,2020s,United States,Vulcan Centaur,ULA,61,27200,0,Active,Cape Canaveral LC-41,USA,28.58,-80.58,Human Spaceflight,Lunar Transfer,Moon Surface,6767,1,263,,,11.6,Success,90,4,0,190.2,28106.9898
M005136,07-11-2021,2021,2020s,Russia,Proton-M,Roscosmos,58,23000,0,Retired,Vostochny Cosmodrome,Russia,51.88,128.33,Communications/Telecom,GEO,GEO,1075,1,54.1,35786,35660,0,Success,,0,0,175.5,163255.814
M005137,07-08-2021,2021,2020s,United States,Saturn V,NASA,111,140000,0,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Commercial Payload,LEO,LEO,9132,1,279.1,578,387,97.7,Success,,0,0,185,20258.43189
M005138,13-10-2021,2021,2020s,China,Long March 2,CASC,43,8400,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Military/Reconnaissance,GEO,GEO,3296,1,120.4,35786,35628,0,Success,,0,0,138.7,42081.31068
M005139,01-12-2021,2021,2020s,United States,New Glenn,Blue Origin,98,45000,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Science/Astronomy,LEO,Earth Orbit,1060,1,53.4,351,260,76.3,Success,,0,1,128.3,121037.7358
M005140,10-12-2021,2021,2020s,China,Long March 3,CASC,54,8500,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Lunar,Lunar Transfer,Moon Surface,1267,1,64,,,1.3,Success,109,0,0,95.1,75059.19495
M005141,31-10-2021,2021,2020s,China,Long March 8,CASC,51,8400,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Military/Reconnaissance,GEO,GEO,605,2,16,35786,35709,0,Success,,0,0,177.7,293719.0083
M005142,19-02-2021,2021,2020s,Iran,Sputnik/R-7,OKB-1,28,500,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Earth Observation,LEO,Earth Orbit,500,1,26.6,588,502,86.6,Success,,0,0,195.3,390600
M005143,16-04-2021,2021,2020s,United States,Saturn V,NASA,111,140000,0,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Military/Reconnaissance,LEO,LEO,2402,2,90.6,632,249,57.3,Success,,0,0,185,77019.15071
M005144,16-06-2021,2021,2020s,United States,Saturn V,NASA,111,140000,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Rideshare,LEO,LEO,82,12,5,581,305,47.4,Success,,0,0,185,2256097.561
M005145,28-02-2021,2021,2020s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Commercial Payload,GEO,GEO,2097,1,64.6,35786,35755,0,Success,,0,0,344.1,164091.5594
M005146,24-06-2021,2021,2020s,United States,Falcon 9,SpaceX,70,22800,1,Active,SpaceX Starbase,USA,25.99,-97.16,Rideshare,LEO,LEO,273,143,8.1,604,207,90.7,Success,,0,0,66,241758.2418
M005147,08-12-2021,2021,2020s,United States,Electron,Rocket Lab,18,300,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Mars Mission,LEO,Mars Transfer,300,2,17.5,599,351,43.6,Success,274,0,0,8.7,29000
M005148,23-07-2021,2021,2020s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Earth Observation,LEO,Earth Orbit,614,1,16.5,598,457,29,Success,,0,0,303.2,493811.0749
M005149,09-11-2021,2021,2020s,Japan,H3,JAXA/MHI,57,16500,0,Active,Uchinoura Space Center,Japan,31.25,131.08,Human Spaceflight,Lunar Transfer,Moon Surface,10111,1,338.6,,,74.2,Success,14,6,0,138.7,13717.73316
M005150,20-02-2021,2021,2020s,United States,Electron,Rocket Lab,18,300,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Commercial Payload,SSO,SSO,300,1,11.9,632,617,98.7,Success,,0,1,7.7,25666.66667
M005151,24-10-2021,2021,2020s,United States,Space Shuttle,NASA,56,27500,1,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Commercial Payload,SSO,SSO,1324,1,62,517,497,99,Success,,0,1,82.9,62613.29305
M005152,21-03-2021,2021,2020s,United States,Titan IV,USAF,62,21680,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Navigation/GPS,LEO,MEO,543,1,14.7,432,322,82.9,Success,,0,0,63.8,117495.3959
M005153,17-07-2021,2021,2020s,United States,Electron,Rocket Lab,18,300,1,Active,SpaceX Starbase,USA,25.99,-97.16,Earth Observation,LEO,Earth Orbit,300,1,9.2,477,293,37.6,Success,,0,1,8.9,29666.66667
M005154,16-10-2021,2021,2020s,United States,Starship,SpaceX,120,150000,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Rideshare,LEO,LEO,474,7,27,595,240,30.7,Success,,0,1,27.5,58016.87764
M005155,11-04-2021,2021,2020s,China,Long March 7,CASC,53,13500,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Commercial Payload,SSO,SSO,1390,1,34.9,733,721,97.8,Success,,0,0,173.1,124532.3741
M005156,16-05-2021,2021,2020s,Russia,Angara-1.2,Roscosmos,42,3800,0,Active,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,L2 Halo,3800,1,226.2,624,269,29.1,Success,,0,0,192,50526.31579
M005157,23-07-2021,2021,2020s,United States,Vulcan Centaur,ULA,61,27200,0,Active,Cape Canaveral LC-39A,USA,28.61,-80.6,Commercial Payload,SSO,SSO,2459,1,112.5,617,603,98.2,Success,,0,0,91.7,37291.58194
M005158,23-02-2021,2021,2020s,China,Long March 5,CASC,57,25000,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Communications/Telecom,GEO,GEO,1802,1,68,35786,35658,0,Success,,0,0,64.8,35960.0444
M005159,11-12-2021,2021,2020s,China,Long March 5,CASC,57,25000,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Human Spaceflight,LEO,LEO,7952,1,312.2,482,313,54.9,Success,180,3,0,70.2,8827.967807
M005160,19-07-2021,2021,2020s,India,LVM3,ISRO,43,10000,0,Active,Satish Dhawan Space Centre,India,13.73,80.24,Human Spaceflight,Lunar Transfer,Lunar Orbit,8948,1,414.5,,,94.2,Success,180,2,0,74.9,8370.585606
M005161,02-01-2021,2021,2020s,China,Long March 6,CASC,29,1080,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Rideshare,LEO,LEO,682,9,26.7,643,312,32.9,Success,,0,0,66.6,97653.95894
M005162,28-11-2021,2021,2020s,China,Long March 9,CASC,110,140000,0,Development,Wenchang Space Launch Center,China,19.61,110.95,Navigation/GPS,LEO,MEO,637,1,22.7,459,389,36.8,Success,,0,0,193,302982.7316
M005163,16-08-2021,2021,2020s,United States,Space Shuttle,NASA,56,27500,1,Retired,Vandenberg SLC-4,USA,34.74,-120.57,Science/Astronomy,LEO,Earth Orbit,617,1,21.2,638,271,53.9,Success,,0,1,145.2,235332.2528
M005164,17-05-2021,2021,2020s,Russia,Angara-1.2,Roscosmos,42,3800,0,Active,Baikonur LC-1,Kazakhstan,45.92,63.34,Rideshare,LEO,LEO,252,1,13.3,579,391,90.9,Success,,0,0,94.6,375396.8254
M005165,04-09-2021,2021,2020s,China,Long March 6,CASC,29,1080,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Commercial Payload,SSO,SSO,758,2,29.3,472,471,98.2,Partial Failure,,0,0,58.5,77176.781
M005166,27-04-2021,2021,2020s,China,Long March 9,CASC,110,140000,0,Development,Jiuquan Satellite Launch Center,China,40.96,100.29,Communications/Telecom,GEO,GEO,2785,1,161.6,35786,35716,0,Success,,0,0,184.2,66140.03591
M005167,08-10-2021,2021,2020s,China,Long March 8,CASC,51,8400,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Space Tourism,Sub-orbital,Sub-orbital,2871,1,130.2,89,0,13.1,Success,0,4,0,194.5,67746.42982
M005168,25-06-2021,2021,2020s,India,GSLV,ISRO,49,5000,0,Active,Satish Dhawan Space Centre,India,13.73,80.24,Military/Reconnaissance,SSO,SSO,1263,1,57,509,479,97.5,Partial Failure,,0,0,68.2,53998.41647
M005169,15-04-2021,2021,2020s,United States,Electron,Rocket Lab,18,300,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Rideshare,LEO,LEO,185,1,9.4,550,509,52.6,Success,,0,1,8.3,44864.86486
M005170,25-05-2021,2021,2020s,China,Long March 6,CASC,29,1080,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Navigation/GPS,LEO,MEO,1080,1,48.6,489,298,38.8,Success,,0,0,153.3,141944.4444
M005171,30-08-2021,2021,2020s,Russia,Angara-A5,Roscosmos,64,24500,0,Active,Vostochny Cosmodrome,Russia,51.88,128.33,Military/Reconnaissance,GEO,GEO,2602,1,117.1,35786,35602,0,Success,,0,0,161.1,61913.91238
M005172,09-06-2021,2021,2020s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Human Spaceflight,Lunar Transfer,Moon Surface,7560,1,379.3,,,80.4,Success,3,3,1,117,15476.19048
M005173,28-01-2022,2022,2020s,United States,Atlas V,ULA,59,18850,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Earth Observation,LEO,Earth Orbit,1904,1,61.1,466,215,95.7,Success,,0,0,259.3,136186.9748
M005174,08-07-2022,2022,2020s,Europe,Ariane 6,Arianespace,63,21650,0,Active,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Technology Demo,LEO,LEO,3733,1,157.5,583,448,70.1,Success,,0,0,171.6,45968.39003
M005175,31-07-2022,2022,2020s,United States,Neutron,Rocket Lab,40,13000,1,Active,Cape Canaveral LC-41,USA,28.58,-80.58,Commercial Payload,GEO,GEO,356,1,18.1,35786,35664,0,Success,,0,0,67.5,189606.7416
M005176,19-11-2022,2022,2020s,China,Long March 9,CASC,110,140000,0,Development,Taiyuan Satellite Launch Center,China,38.85,111.61,Rideshare,LEO,LEO,189,3,10.6,577,338,52.1,Success,,0,0,195.4,1033862.434
M005177,10-11-2022,2022,2020s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Lunar,Lunar Transfer,Moon Surface,298,1,10.4,,,80.8,Success,145,0,1,100.9,338590.604
M005178,22-05-2022,2022,2020s,United States,Electron,Rocket Lab,18,300,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Rideshare,LEO,LEO,92,143,5,438,364,31.3,Success,,0,1,8.3,90217.3913
M005179,13-01-2022,2022,2020s,United States,Titan IV,USAF,62,21680,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Communications/Telecom,GEO,GEO,1813,1,72.2,35786,35643,0,Success,,0,0,128.7,70987.31384
M005180,12-09-2022,2022,2020s,United States,Saturn V,NASA,111,140000,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Earth Observation,LEO,Earth Orbit,677,1,39.8,418,278,90.8,Success,,0,0,185,273264.4018
M005181,06-01-2022,2022,2020s,United States,Space Shuttle,NASA,56,27500,1,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Lunar,LEO,Lunar Transfer,1855,1,54.2,384,289,56.1,Success,153,0,1,56.8,30619.94609
M005182,02-11-2022,2022,2020s,China,Long March 9,CASC,110,140000,0,Development,Xichang Satellite Launch Center,China,28.25,102.03,Rideshare,LEO,LEO,829,143,35.2,573,277,76.6,Success,,0,0,174.9,210977.0808
M005183,22-01-2022,2022,2020s,China,Long March 2,CASC,43,8400,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Military/Reconnaissance,LEO,LEO,614,2,17,405,329,31.1,Success,,0,0,131.6,214332.2476
M005184,31-08-2022,2022,2020s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Cape Canaveral LC-39A,USA,28.61,-80.6,Commercial Payload,GEO,GEO,3504,1,122.6,35786,35677,0,Success,,0,1,144.3,41181.50685
M005185,10-05-2022,2022,2020s,China,Kuaizhou-1A,CASIC,20,300,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Rideshare,LEO,LEO,237,143,9.2,604,424,41.1,Success,,0,0,63.7,268776.3713
M005186,10-02-2022,2022,2020s,Europe,Ariane 5,Arianespace,54,20000,0,Retired,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Rideshare,LEO,LEO,1737,141,58.6,649,392,41.5,Success,,0,0,180.8,104087.5072
M005187,21-06-2022,2022,2020s,United States,Atlas V,ULA,59,18850,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Commercial Payload,LEO,LEO,3284,1,172.5,489,420,90.9,Success,,0,0,239.3,72868.45311
M005188,05-02-2022,2022,2020s,Russia,Soyuz-FG,Roscosmos,46,7150,0,Retired,Plesetsk Cosmodrome,Russia,62.93,40.57,Technology Demo,LEO,LEO,1115,1,28.6,359,272,59.1,Success,,0,0,148.2,132914.7982
M005189,21-12-2022,2022,2020s,New Zealand,Proton-K,Khrunichev,57,20700,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Military/Reconnaissance,GEO,GEO,1010,1,51,35786,35654,0,Success,,0,0,127.4,126138.6139
M005190,22-03-2022,2022,2020s,China,Long March 2,CASC,43,8400,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Lunar,Lunar Transfer,Moon Surface,829,1,49.5,,,94.6,Success,134,0,0,162.5,196019.3004
M005191,05-04-2022,2022,2020s,United States,Saturn V,NASA,111,140000,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Military/Reconnaissance,LEO,LEO,3069,1,96.4,419,368,41.6,Success,,0,0,185,60280.22157
M005192,01-12-2022,2022,2020s,United States,Vulcan Centaur,ULA,61,27200,0,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Military/Reconnaissance,LEO,LEO,278,1,15.6,448,303,62.6,Success,,0,0,143,514388.4892
M005193,31-01-2022,2022,2020s,United States,New Glenn,Blue Origin,98,45000,1,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Commercial Payload,GEO,GEO,869,1,51.8,35786,35657,0,Success,,0,1,130.7,150402.7618
M005194,02-06-2022,2022,2020s,United States,Atlas V,ULA,59,18850,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Rideshare,LEO,LEO,698,143,34.9,584,466,91.5,Success,,0,0,259.8,372206.3037
M005195,01-05-2022,2022,2020s,China,Kuaizhou-1A,CASIC,20,300,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Commercial Payload,LEO,LEO,300,1,13.3,471,434,47.2,Success,,0,0,121.1,403666.6667
M005196,07-12-2022,2022,2020s,United States,Starship,SpaceX,120,150000,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Military/Reconnaissance,LEO,LEO,1820,1,86.8,595,323,91.7,Success,,0,1,83.7,45989.01099
M005197,19-01-2022,2022,2020s,United States,New Glenn,Blue Origin,98,45000,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Rideshare,LEO,LEO,478,143,21.6,562,244,62,Success,,0,0,153.3,320711.2971
M005198,03-12-2022,2022,2020s,Russia,Soyuz-2.1b,Roscosmos,46,8200,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Rideshare,LEO,LEO,59,24,5,538,291,29.5,Success,,0,0,157,2661016.949
M005199,14-07-2022,2022,2020s,United States,Atlas V,ULA,59,18850,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Earth Observation,LEO,Earth Orbit,814,1,43,475,418,62.1,Success,,0,0,191.6,235380.8354
M005200,16-07-2022,2022,2020s,United States,Space Shuttle,NASA,56,27500,1,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Commercial Payload,GEO,GEO,386,1,19.7,35786,35659,0,Success,,0,1,101,261658.0311
M005201,12-05-2022,2022,2020s,Russia,Soyuz-FG,Roscosmos,46,7150,0,Retired,Plesetsk Cosmodrome,Russia,62.93,40.57,Communications/Telecom,GEO,GEO,1472,1,49.5,35786,35673,0,Success,,0,0,127.3,86480.97826
M005202,21-11-2022,2022,2020s,China,Long March 3,CASC,54,8500,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Science/Astronomy,LEO,Earth Orbit,3802,2,183.2,482,439,75.2,Success,,0,0,183.6,48290.37349
M005203,19-04-2022,2022,2020s,China,Long March 7,CASC,53,13500,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Rideshare,LEO,LEO,419,25,22.8,422,341,39.5,Success,,0,0,67.3,160620.5251
M005204,24-08-2022,2022,2020s,China,Long March 7,CASC,53,13500,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Rideshare,LEO,LEO,210,19,10.2,595,265,48.7,Success,,0,0,93.5,445238.0952
M005205,01-12-2022,2022,2020s,China,Kuaizhou-1A,CASIC,20,300,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Communications/Telecom,GEO,GEO,300,1,15.5,35786,35782,0,Success,,0,0,119.1,397000
M005206,28-05-2022,2022,2020s,China,Long March 8,CASC,51,8400,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Technology Demo,LEO,LEO,164,1,5.3,423,207,59.9,Success,,0,0,151.4,923170.7317
M005207,30-09-2022,2022,2020s,Europe,Vega,Arianespace,30,1450,0,Active,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Earth Observation,LEO,Earth Orbit,232,1,10.5,631,287,36.3,Success,,0,0,126.2,543965.5172
M005208,04-08-2022,2022,2020s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Cape Canaveral LC-39A,USA,28.61,-80.6,Rideshare,LEO,LEO,3100,7,82.6,510,344,87.3,Success,,0,1,136.7,44096.77419
M005209,01-09-2022,2022,2020s,United States,Delta II,Boeing/ULA,39,6100,0,Retired,Vandenberg SLC-4,USA,34.74,-120.57,Earth Observation,LEO,Earth Orbit,291,1,7.3,466,376,92.2,Success,,0,0,154.3,530240.5498
M005210,28-04-2022,2022,2020s,China,Kuaizhou-1A,CASIC,20,300,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Rideshare,LEO,LEO,300,5,18,601,281,44.1,Success,,0,0,76.3,254333.3333
M005211,17-04-2022,2022,2020s,United States,Space Shuttle,NASA,56,27500,1,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Human Spaceflight,Lunar Transfer,Lunar Orbit,6264,1,242.2,,,76.5,Success,90,1,1,194.1,30986.59004
M005212,03-09-2022,2022,2020s,China,Long March 3,CASC,54,8500,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Communications/Telecom,GEO,GEO,1471,1,50.3,35786,35720,0,Success,,0,0,189.1,128552.0054
M005213,03-01-2022,2022,2020s,China,Long March 9,CASC,110,140000,0,Development,Jiuquan Satellite Launch Center,China,40.96,100.29,Commercial Payload,LEO,LEO,2103,1,65,608,471,85.7,Success,,0,0,101.9,48454.58868
M005214,07-11-2022,2022,2020s,India,PSLV,ISRO,44,3800,0,Active,Satish Dhawan Space Centre,India,13.73,80.24,Earth Observation,LEO,Earth Orbit,329,1,13.7,584,212,74.6,Success,,0,0,62.6,190273.5562
M005215,22-03-2022,2022,2020s,United States,Saturn V,NASA,111,140000,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Earth Observation,LEO,Earth Orbit,1096,1,47.5,426,395,68.4,Success,,0,0,185,168795.6204
M005216,30-07-2022,2022,2020s,China,Kuaizhou-1A,CASIC,20,300,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Commercial Payload,SSO,SSO,300,1,14.1,600,578,97.9,Success,,0,0,145.5,485000
M005217,15-03-2022,2022,2020s,United States,Titan II,USAF,31,3175,0,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Navigation/GPS,LEO,MEO,3175,1,149.8,406,230,50.4,Success,,0,0,142.4,44850.3937
M005218,15-03-2022,2022,2020s,United States,Saturn V,NASA,111,140000,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Communications/Telecom,GEO,GEO,1963,1,82.6,35786,35664,0,Success,,0,0,185,94243.50484
M005219,08-07-2022,2022,2020s,United States,Titan IV,USAF,62,21680,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Rideshare,LEO,LEO,1308,30,51.1,529,374,90.4,Success,,0,0,183.6,140366.9725
M005220,11-12-2022,2022,2020s,United States,Electron,Rocket Lab,18,300,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Communications/Telecom,GEO,GEO,300,1,17.4,35786,35708,0,Success,,0,1,8.9,29666.66667
M005221,18-05-2022,2022,2020s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Rideshare,LEO,LEO,725,50,26.5,425,203,81.2,Success,,0,0,238.7,329241.3793
M005222,02-10-2022,2022,2020s,China,Kuaizhou-1A,CASIC,20,300,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Lunar,Lunar Transfer,Lunar Orbit,300,1,17.5,,,41.3,Success,132,0,0,198.7,662333.3333
M005223,09-10-2022,2022,2020s,China,Long March 3,CASC,54,8500,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Science/Astronomy,LEO,HEO,1886,1,50.5,477,373,44.5,Success,,0,0,188.1,99734.88865
M005224,08-03-2022,2022,2020s,United States,Titan II,USAF,31,3175,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Commercial Payload,SSO,SSO,561,1,25.5,540,531,98.3,Success,,0,0,158.7,282887.7005
M005225,31-08-2022,2022,2020s,Russia,Angara-1.2,Roscosmos,42,3800,0,Active,Baikonur LC-1,Kazakhstan,45.92,63.34,Mars Mission,LEO,Mars Transfer,476,1,11.9,442,207,51,Success,558,0,0,130.6,274369.7479
M005226,24-08-2022,2022,2020s,United States,Falcon 9,SpaceX,70,22800,1,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Rideshare,LEO,LEO,362,95,20.7,648,555,68.6,Success,,0,1,68.3,188674.0331
M005227,16-05-2022,2022,2020s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Cape Canaveral LC-40,USA,28.56,-80.58,Rideshare,LEO,LEO,718,42,29.6,395,257,58.5,Success,,0,0,102.1,142200.5571
M005228,17-09-2022,2022,2020s,United States,Neutron,Rocket Lab,40,13000,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Earth Observation,LEO,Earth Orbit,1276,1,35.6,456,280,57.5,Success,,0,1,62.6,49059.56113
M005229,02-07-2022,2022,2020s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,SpaceX Starbase,USA,25.99,-97.16,Commercial Payload,LEO,LEO,569,1,29.6,395,240,43.9,Success,,0,1,102.7,180492.0914
M005230,27-10-2022,2022,2020s,Russia,Angara-A5,Roscosmos,64,24500,0,Active,Vostochny Cosmodrome,Russia,51.88,128.33,Human Spaceflight,ISS Docking,ISS,6036,1,247.5,613,481,51.7,Success,90,2,0,148.1,24536.11663
